year,event_time,post,occ_code,occ_title,tot_emp,a_mean,h_mean,wage_bill,log_wage,log_emp,log_wbill,annual_only,suppressed_wage,soc_remapped,balanced,dv_alpha,dv_beta,dv_gamma,human_alpha,human_beta,human_gamma,n_onet,prefix5,exposure_imputed,exposure_residual
2020,-2,0,39-5011,Barbers,14880.0,38050.0,18.29,566184000.0,10.546656363289832,9.607773308387085,20.154429671676915,0,False,0,1,0.088235294117647,0.1617647058823529,0.2352941176470588,0.0,0.0735294117647058,0.1470588235294117,1.0,39-50,0,0
2021,-1,0,39-5011,Barbers,12910.0,35700.0,17.16,460887000.0,10.48290596776773,9.465757483840688,19.948663451608414,0,False,0,1,0.088235294117647,0.1617647058823529,0.2352941176470588,0.0,0.0735294117647058,0.1470588235294117,1.0,39-50,0,0
2022,0,0,39-5011,Barbers,12690.0,39350.0,18.92,499351500.0,10.58025125384555,9.448569560708432,20.02882081455398,0,False,0,1,0.088235294117647,0.1617647058823529,0.2352941176470588,0.0,0.0735294117647058,0.1470588235294117,1.0,39-50,0,0
2023,1,1,39-5011,Barbers,15990.0,41570.0,19.99,664704300.0,10.635134032246684,9.679718805828,20.31485283807468,0,False,0,1,0.088235294117647,0.1617647058823529,0.2352941176470588,0.0,0.0735294117647058,0.1470588235294117,1.0,39-50,0,0
2024,2,1,39-5011,Barbers,18100.0,47800.0,22.98,865180000.0,10.774780918479548,9.803667217253915,20.578448135733463,0,False,0,1,0.088235294117647,0.1617647058823529,0.2352941176470588,0.0,0.0735294117647058,0.1470588235294117,1.0,39-50,0,0
2019,-3,0,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",385960.0,31530.0,15.16,12169318800.0,10.358694752539106,12.86348901613432,23.22218376867343,0,False,0,1,0.0526315789473684,0.0789473684210526,0.1052631578947368,0.0,0.0526315789473684,0.1052631578947368,1.0,39-50,0,0
2020,-2,0,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",302410.0,32740.0,15.74,9900903400.0,10.396352850925126,12.619538991523823,23.015891842448948,0,False,0,1,0.0526315789473684,0.0789473684210526,0.1052631578947368,0.0,0.0526315789473684,0.1052631578947368,1.0,39-50,0,0
2021,-1,0,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",285980.0,35990.0,17.3,10292420200.0,10.490996401073076,12.563677157286838,23.054673558359916,0,False,0,1,0.0526315789473684,0.0789473684210526,0.1052631578947368,0.0,0.0526315789473684,0.1052631578947368,1.0,39-50,0,0
2022,0,0,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",298050.0,38910.0,18.71,11597125500.0,10.5690065659786,12.605016536648073,23.174023102626673,0,False,0,1,0.0526315789473684,0.0789473684210526,0.1052631578947368,0.0,0.0526315789473684,0.1052631578947368,1.0,39-50,0,0
2023,1,1,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",294840.0,41780.0,20.09,12318415200.0,10.640173035110555,12.594188115303226,23.234361150413783,0,False,0,1,0.0526315789473684,0.0789473684210526,0.1052631578947368,0.0,0.0526315789473684,0.1052631578947368,1.0,39-50,0,0
2024,2,1,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",295460.0,43460.0,20.89,12840691600.0,10.67959625381042,12.5962887428756,23.27588499668602,0,False,0,1,0.0526315789473684,0.0789473684210526,0.1052631578947368,0.0,0.0526315789473684,0.1052631578947368,1.0,39-50,0,0
2019,-3,0,39-5091,"Makeup Artists, Theatrical and Performance",3400.0,81600.0,39.23,277440000.0,11.309584540952198,8.131530710604252,19.44111525155645,0,False,0,1,0.048780487804878,0.3414634146341463,0.6341463414634146,0.048780487804878,0.2439024390243902,0.4390243902439024,1.0,39-50,0,0
2020,-2,0,39-5091,"Makeup Artists, Theatrical and Performance",2780.0,99990.0,48.07,277972200.0,11.512825459969894,7.930206206684683,19.443031666654576,0,False,0,1,0.048780487804878,0.3414634146341463,0.6341463414634146,0.048780487804878,0.2439024390243902,0.4390243902439024,1.0,39-50,0,0
2021,-1,0,39-5091,"Makeup Artists, Theatrical and Performance",1960.0,124380.0,59.8,243784800.0,11.73109667465788,7.580699752224563,19.31179642688244,0,False,0,1,0.048780487804878,0.3414634146341463,0.6341463414634146,0.048780487804878,0.2439024390243902,0.4390243902439024,1.0,39-50,0,0
2022,0,0,39-5091,"Makeup Artists, Theatrical and Performance",2970.0,93850.0,45.12,278734500.0,11.449453042014657,7.996317231796746,19.4457702738114,0,False,0,1,0.048780487804878,0.3414634146341463,0.6341463414634146,0.048780487804878,0.2439024390243902,0.4390243902439024,1.0,39-50,0,0
2023,1,1,39-5091,"Makeup Artists, Theatrical and Performance",4130.0,68590.0,32.97,283276700.0,11.135902030493368,8.326032685955079,19.461934716448447,0,False,0,1,0.048780487804878,0.3414634146341463,0.6341463414634146,0.048780487804878,0.2439024390243902,0.4390243902439024,1.0,39-50,0,0
2024,2,1,39-5091,"Makeup Artists, Theatrical and Performance",3320.0,75410.0,36.25,250361200.0,11.230695171196691,8.107720061910534,19.338415233107227,0,False,0,1,0.048780487804878,0.3414634146341463,0.6341463414634146,0.048780487804878,0.2439024390243902,0.4390243902439024,1.0,39-50,0,0
2019,-3,0,39-5092,Manicurists and Pedicurists,111780.0,27390.0,13.17,3061654200.0,10.217933262257125,11.62428793282369,21.842221195080818,0,False,0,1,0.0555555555555555,0.0833333333333333,0.1111111111111111,0.0,0.0555555555555555,0.1111111111111111,1.0,39-50,0,0
2020,-2,0,39-5092,Manicurists and Pedicurists,73010.0,29010.0,13.95,2118020100.0,10.27539587711545,11.198351697050132,21.473747574165586,0,False,0,1,0.0555555555555555,0.0833333333333333,0.1111111111111111,0.0,0.0555555555555555,0.1111111111111111,1.0,39-50,0,0
2021,-1,0,39-5092,Manicurists and Pedicurists,120540.0,30480.0,14.65,3674059200.0,10.324826009800583,11.699736927037035,22.02456293683762,0,False,0,1,0.0555555555555555,0.0833333333333333,0.1111111111111111,0.0,0.0555555555555555,0.1111111111111111,1.0,39-50,0,0
2022,0,0,39-5092,Manicurists and Pedicurists,138020.0,33560.0,16.14,4631951200.0,10.421090160581144,11.835153881174593,22.256244041755735,0,False,0,1,0.0555555555555555,0.0833333333333333,0.1111111111111111,0.0,0.0555555555555555,0.1111111111111111,1.0,39-50,0,0
2023,1,1,39-5092,Manicurists and Pedicurists,144810.0,36480.0,17.54,5282668800.0,10.504519444188269,11.883177817322649,22.387697261510915,0,False,0,1,0.0555555555555555,0.0833333333333333,0.1111111111111111,0.0,0.0555555555555555,0.1111111111111111,1.0,39-50,0,0
2024,2,1,39-5092,Manicurists and Pedicurists,147820.0,36910.0,17.74,5456036200.0,10.516237796024043,11.903750596338876,22.41998839236292,0,False,0,1,0.0555555555555555,0.0833333333333333,0.1111111111111111,0.0,0.0555555555555555,0.1111111111111111,1.0,39-50,0,0
2019,-3,0,39-5093,Shampooers,12120.0,22910.0,11.02,277669200.0,10.039328775447542,9.402612259623304,19.441941035070847,0,False,0,1,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0714285714285714,0.1428571428571428,1.0,39-50,0,0
2020,-2,0,39-5093,Shampooers,8310.0,24320.0,11.69,202099200.0,10.099054336080105,9.025214887849494,19.1242692239296,0,False,0,1,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0714285714285714,0.1428571428571428,1.0,39-50,0,0
2021,-1,0,39-5093,Shampooers,9560.0,25160.0,12.09,240529600.0,10.133010710814377,9.165343006045449,19.298353716859825,0,False,0,1,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0714285714285714,0.1428571428571428,1.0,39-50,0,0
2022,0,0,39-5093,Shampooers,7480.0,27870.0,13.4,208467600.0,10.235306120475991,8.919988070968524,19.15529419144452,0,False,0,1,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0714285714285714,0.1428571428571428,1.0,39-50,0,0
2023,1,1,39-5093,Shampooers,7360.0,29260.0,14.07,215353600.0,10.283976674574117,8.903815211722922,19.18779188629704,0,False,0,1,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0714285714285714,0.1428571428571428,1.0,39-50,0,0
2024,2,1,39-5093,Shampooers,8890.0,30830.0,14.82,274078700.0,10.336243520880195,9.09268232850795,19.428925849388147,0,False,0,1,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0714285714285714,0.1428571428571428,1.0,39-50,0,0
2019,-3,0,39-5094,Skincare Specialists,56660.0,38970.0,18.74,2208040200.0,10.570547398332756,10.944823773384508,21.515371171717263,0,False,0,1,0.0606060606060606,0.1969696969696969,0.3333333333333333,0.0606060606060606,0.106060606060606,0.1515151515151515,1.0,39-50,0,0
2020,-2,0,39-5094,Skincare Specialists,46640.0,41230.0,19.82,1922967200.0,10.626921425700946,10.750213821024374,21.37713524672532,0,False,0,1,0.0606060606060606,0.1969696969696969,0.3333333333333333,0.0606060606060606,0.106060606060606,0.1515151515151515,1.0,39-50,0,0
2021,-1,0,39-5094,Skincare Specialists,50580.0,41700.0,20.05,2109186000.0,10.638256407786892,10.831311520223956,21.46956792801085,0,False,0,1,0.0606060606060606,0.1969696969696969,0.3333333333333333,0.0606060606060606,0.106060606060606,0.1515151515151515,1.0,39-50,0,0
2022,0,0,39-5094,Skincare Specialists,61990.0,47790.0,22.98,2962502100.0,10.774571691572204,11.034728360695963,21.80930005226817,0,False,0,1,0.0606060606060606,0.1969696969696969,0.3333333333333333,0.0606060606060606,0.106060606060606,0.1515151515151515,1.0,39-50,0,0
2023,1,1,39-5094,Skincare Specialists,65270.0,51100.0,24.57,3335297000.0,10.841539776191796,11.086287791629264,21.92782756782106,0,False,0,1,0.0606060606060606,0.1969696969696969,0.3333333333333333,0.0606060606060606,0.106060606060606,0.1515151515151515,1.0,39-50,0,0
2024,2,1,39-5094,Skincare Specialists,70240.0,48670.0,23.4,3418580800.0,10.7928181028275,11.159673228308998,21.9524913311365,0,False,0,1,0.0606060606060606,0.1969696969696969,0.3333333333333333,0.0606060606060606,0.106060606060606,0.1515151515151515,1.0,39-50,0,0
2019,-3,0,39-6011,Baggage Porters and Bellhops,39790.0,28230.0,13.57,1123271700.0,10.248140521247535,10.591370903420977,20.83951142466851,0,False,0,1,0.074074074074074,0.1481481481481481,0.2222222222222222,0.2592592592592592,0.2777777777777778,0.2962962962962963,1.0,39-60,0,0
2020,-2,0,39-6011,Baggage Porters and Bellhops,28440.0,29060.0,13.97,826466400.0,10.277117937124274,10.255551883917176,20.532669821041452,0,False,0,1,0.074074074074074,0.1481481481481481,0.2222222222222222,0.2592592592592592,0.2777777777777778,0.2962962962962963,1.0,39-60,0,0
2021,-1,0,39-6011,Baggage Porters and Bellhops,20530.0,30040.0,14.44,616721200.0,10.310285105878071,9.92964251001298,20.23992761589105,0,False,0,1,0.074074074074074,0.1481481481481481,0.2222222222222222,0.2592592592592592,0.2777777777777778,0.2962962962962963,1.0,39-60,0,0
2022,0,0,39-6011,Baggage Porters and Bellhops,26520.0,33130.0,15.93,878607600.0,10.40819449529394,10.185654444299798,20.59384893959374,0,False,0,1,0.074074074074074,0.1481481481481481,0.2222222222222222,0.2592592592592592,0.2777777777777778,0.2962962962962963,1.0,39-60,0,0
2023,1,1,39-6011,Baggage Porters and Bellhops,28780.0,36100.0,17.36,1038958000.0,10.494048144320972,10.26743598044136,20.76148412476233,0,False,0,1,0.074074074074074,0.1481481481481481,0.2222222222222222,0.2592592592592592,0.2777777777777778,0.2962962962962963,1.0,39-60,0,0
2024,2,1,39-6011,Baggage Porters and Bellhops,31220.0,36960.0,17.77,1153891200.0,10.51759152575562,10.348814194069424,20.866405719825043,0,False,0,1,0.074074074074074,0.1481481481481481,0.2222222222222222,0.2592592592592592,0.2777777777777778,0.2962962962962963,1.0,39-60,0,0
2019,-3,0,39-6012,Concierges,41670.0,34290.0,16.48,1428864300.0,10.442609045456964,10.6375367244165,21.080145769873464,0,False,0,1,0.1333333333333333,0.4666666666666667,0.8,0.6666666666666666,0.7,0.7333333333333333,1.0,39-60,0,0
2020,-2,0,39-6012,Concierges,36800.0,35310.0,16.97,1299408000.0,10.471921488922431,10.513253124157025,20.985174613079455,0,False,0,1,0.1333333333333333,0.4666666666666667,0.8,0.6666666666666666,0.7,0.7333333333333333,1.0,39-60,0,0
2021,-1,0,39-6012,Concierges,33560.0,37520.0,18.04,1259171200.0,10.53262940312016,10.421090160581144,20.953719563701306,0,False,0,1,0.1333333333333333,0.4666666666666667,0.8,0.6666666666666666,0.7,0.7333333333333333,1.0,39-60,0,0
2022,0,0,39-6012,Concierges,37600.0,38270.0,18.4,1438952000.0,10.552421578419748,10.534759329377986,21.087180907797737,0,False,0,1,0.1333333333333333,0.4666666666666667,0.8,0.6666666666666666,0.7,0.7333333333333333,1.0,39-60,0,0
2023,1,1,39-6012,Concierges,41020.0,40230.0,19.34,1650234600.0,10.602368264943834,10.621815031626372,21.224183296570207,0,False,0,1,0.1333333333333333,0.4666666666666667,0.8,0.6666666666666666,0.7,0.7333333333333333,1.0,39-60,0,0
2024,2,1,39-6012,Concierges,44200.0,40770.0,19.6,1802034000.0,10.6157017958133,10.696480068065789,21.31218186387909,0,False,0,1,0.1333333333333333,0.4666666666666667,0.8,0.6666666666666666,0.7,0.7333333333333333,1.0,39-60,0,0
2019,-3,0,39-7010,Tour and Travel Guides,48710.0,30670.0,14.74,1493935700.0,10.331040257108295,10.793639626800587,21.12467988390889,0,False,0,1,0.1569230769230769,0.32461538461538464,0.4923076923076923,0.3138461538461539,0.3730769230769231,0.4323076923076923,2.0,,1,0
2020,-2,0,39-7010,Tour and Travel Guides,38030.0,32200.0,15.48,1224566000.0,10.3797217315325,10.546130600922304,20.92585233245481,0,False,0,1,0.1569230769230769,0.32461538461538464,0.4923076923076923,0.3138461538461539,0.3730769230769231,0.4323076923076923,2.0,,1,0
2021,-1,0,39-7010,Tour and Travel Guides,30980.0,33200.0,15.96,1028536000.0,10.41030515490458,10.34109711397086,20.75140226887544,0,False,0,1,0.1569230769230769,0.32461538461538464,0.4923076923076923,0.3138461538461539,0.3730769230769231,0.4323076923076923,2.0,,1,0
2022,0,0,39-7010,Tour and Travel Guides,41180.0,37790.0,18.17,1556192200.0,10.539799796343535,10.62570798058178,21.165507776925317,0,False,0,1,0.1569230769230769,0.32461538461538464,0.4923076923076923,0.3138461538461539,0.3730769230769231,0.4323076923076923,2.0,,1,0
2023,1,1,39-7010,Tour and Travel Guides,46760.0,40280.0,19.37,1883492800.0,10.603610346832498,10.752783415586006,21.356393762418502,0,False,0,1,0.1569230769230769,0.32461538461538464,0.4923076923076923,0.3138461538461539,0.3730769230769231,0.4323076923076923,2.0,,1,0
2024,2,1,39-7010,Tour and Travel Guides,49010.0,43090.0,20.72,2111840900.0,10.671046230609884,10.799779637903594,21.470825868513476,0,False,0,1,0.1569230769230769,0.32461538461538464,0.4923076923076923,0.3138461538461539,0.3730769230769231,0.4323076923076923,2.0,,1,0
2019,-3,0,39-9011,Childcare Workers,561520.0,25510.0,12.27,14324375200.0,10.146825811135855,13.238402671404303,23.38522848254016,0,False,0,1,0.11087223587223585,0.1414312039312039,0.17199017199017194,0.23740786240786238,0.3404484029484029,0.4434889434889435,2.0,39-90,0,0
2020,-2,0,39-9011,Childcare Workers,494360.0,26790.0,12.88,13243904400.0,10.195783962538654,13.111019275703672,23.306803238242328,0,False,0,1,0.11087223587223585,0.1414312039312039,0.17199017199017194,0.23740786240786238,0.3404484029484029,0.4434889434889435,2.0,39-90,0,0
2021,-1,0,39-9011,Childcare Workers,438520.0,27680.0,13.31,12138233600.0,10.228465409731603,12.991160699788477,23.21962610952008,0,False,0,1,0.11087223587223585,0.1414312039312039,0.17199017199017194,0.23740786240786238,0.3404484029484029,0.4434889434889435,2.0,39-90,0,0
2022,0,0,39-9011,Childcare Workers,459460.0,29570.0,14.22,13586232200.0,10.294515612846524,13.037807165846164,23.332322778692685,0,False,0,1,0.11087223587223585,0.1414312039312039,0.17199017199017194,0.23740786240786238,0.3404484029484029,0.4434889434889435,2.0,39-90,0,0
2023,1,1,39-9011,Childcare Workers,497450.0,32070.0,15.42,15953221500.0,10.3756762926872,13.117250328017503,23.492926620704708,0,False,0,1,0.11087223587223585,0.1414312039312039,0.17199017199017194,0.23740786240786238,0.3404484029484029,0.4434889434889435,2.0,39-90,0,0
2024,2,1,39-9011,Childcare Workers,520180.0,33140.0,15.93,17238765200.0,10.408496290980557,13.161930184506344,23.570426475486897,0,False,0,1,0.11087223587223585,0.1414312039312039,0.17199017199017194,0.23740786240786238,0.3404484029484029,0.4434889434889435,2.0,39-90,0,0
2019,-3,0,39-9031,Exercise Trainers and Group Fitness Instructors,325500.0,45110.0,21.69,14683305000.0,10.71685923040244,12.69311774063076,23.409976971033203,0,False,0,1,0.0,0.0147058823529411,0.0294117647058823,0.1470588235294117,0.2352941176470588,0.3235294117647059,1.0,39-90,0,0
2020,-2,0,39-9031,Exercise Trainers and Group Fitness Instructors,248070.0,45650.0,21.95,11324395500.0,10.728758886023115,12.42146624338432,23.15022512940744,0,False,0,1,0.0,0.0147058823529411,0.0294117647058823,0.1470588235294117,0.2352941176470588,0.3235294117647059,1.0,39-90,0,0
2021,-1,0,39-9031,Exercise Trainers and Group Fitness Instructors,221600.0,45870.0,22.05,10164792000.0,10.733566587591218,12.308629233855266,23.042195821446484,0,False,0,1,0.0,0.0147058823529411,0.0294117647058823,0.1470588235294117,0.2352941176470588,0.3235294117647059,1.0,39-90,0,0
2022,0,0,39-9031,Exercise Trainers and Group Fitness Instructors,250540.0,50170.0,24.12,12569591800.0,10.823172517478298,12.431373867398182,23.25454638487648,0,False,0,1,0.0,0.0147058823529411,0.0294117647058823,0.1470588235294117,0.2352941176470588,0.3235294117647059,1.0,39-90,0,0
2023,1,1,39-9031,Exercise Trainers and Group Fitness Instructors,279450.0,51270.0,24.65,14327401500.0,10.844861064777746,12.540578664697843,23.38543972947559,0,False,0,1,0.0,0.0147058823529411,0.0294117647058823,0.1470588235294117,0.2352941176470588,0.3235294117647059,1.0,39-90,0,0
2024,2,1,39-9031,Exercise Trainers and Group Fitness Instructors,303620.0,51360.0,24.69,15593923200.0,10.846614938363842,12.623532198486703,23.47014713685055,0,False,0,1,0.0,0.0147058823529411,0.0294117647058823,0.1470588235294117,0.2352941176470588,0.3235294117647059,1.0,39-90,0,0
2019,-3,0,39-9032,Recreation Workers,358750.0,29330.0,14.1,10522137500.0,10.286366161971497,12.790381046055968,23.076747208027463,0,False,0,1,0.119047619047619,0.238095238095238,0.3571428571428571,0.0952380952380952,0.25,0.4047619047619047,1.0,39-90,0,0
2020,-2,0,39-9032,Recreation Workers,325640.0,30960.0,14.88,10081814400.0,10.340451327703663,12.693547755687916,23.033999083391578,0,False,0,1,0.119047619047619,0.238095238095238,0.3571428571428571,0.0952380952380952,0.25,0.4047619047619047,1.0,39-90,0,0
2021,-1,0,39-9032,Recreation Workers,264020.0,32020.0,15.39,8453920400.0,10.374115986550706,12.483780136834753,22.857896123385455,0,False,0,1,0.119047619047619,0.238095238095238,0.3571428571428571,0.0952380952380952,0.25,0.4047619047619047,1.0,39-90,0,0
2022,0,0,39-9032,Recreation Workers,270380.0,34170.0,16.43,9238884600.0,10.439103345109338,12.507583655918395,22.946687001027733,0,False,0,1,0.119047619047619,0.238095238095238,0.3571428571428571,0.0952380952380952,0.25,0.4047619047619047,1.0,39-90,0,0
2023,1,1,39-9032,Recreation Workers,281750.0,36270.0,17.44,10219072500.0,10.498746232276948,12.548775431902024,23.04752166417897,0,False,0,1,0.119047619047619,0.238095238095238,0.3571428571428571,0.0952380952380952,0.25,0.4047619047619047,1.0,39-90,0,0
2024,2,1,39-9032,Recreation Workers,309640.0,37170.0,17.87,11509318800.0,10.523257263291296,12.64316561131865,23.166422874609943,0,False,0,1,0.119047619047619,0.238095238095238,0.3571428571428571,0.0952380952380952,0.25,0.4047619047619047,1.0,39-90,0,0
